	meaning	txt_lug	langvar_uid_lug	txt_eng	langvar_uid_eng
5152	32692438	ekitiibwa	lug-000	respect	eng-000
5153	32692438	okusaamu ekiitibwa	lug-000	respect	eng-000
5154	32692439	obuvunanyizibwa	lug-000	responsibility	eng-000
5157	32692444	okuzuukira	lug-000	resurrect	eng-000
5158	32692445	okukomawo	lug-000	return	eng-000
5159	32692446	okwaasanguza	lug-000	reveal	eng-000
5160	32692446	okwaatula	lug-000	reveal	eng-000
5161	32692447	okubikulirwa	lug-000	revelation	eng-000
5162	32692448	okwesasuza	lug-000	revenge	eng-000
5163	32692450	okukyusaamu	lug-000	revise	eng-000
5164	32692451	enkyuukakyuuka	lug-000	revolution	eng-000
5165	32692452	eddoboozi erimu	lug-000	rhyme	eng-000
5166	32692453	olubirizi	lug-000	rib	eng-000
5167	32692455	omuceere	lug-000	rice	eng-000
5168	32692456	omugagga	lug-000	rich	eng-000
5169	32692457	ebyʼobugagga	lug-000	riches	eng-000
5170	32692458	ekibuuzo ekyobusiru	lug-000	riddle	eng-000
5171	32692460	okusoona	lug-000	ridicule	eng-000
5172	32692462	olupanka	lug-000	rim	eng-000
5173	32692464	okunyumunguza	lug-000	rinse	eng-000
5174	32692466	okwengera	lug-000	ripe	eng-000
5175	32692469	oluguudo	lug-000	road	eng-000
5177	32692472	omunyazi	lug-000	robber	eng-000
5178	32692474	olwaazi	lug-000	rock	eng-000
5179	32692476	okuyiringisa	lug-000	roll	eng-000
5180	32692478	akasolya	lug-000	roof	eng-000
5181	32692481	okuloka	lug-000	root	eng-000
5182	32692742	okuloka	lug-000	sprout	eng-000
5183	32692483	akamuli kakawoowo	lug-000	rose	eng-000
5184	32692484	ekikalabula	lug-000	rough	eng-000
5185	32692487	oluseregende lwabantu	lug-000	row	eng-000
5186	32692496	okufubutuka	lug-000	run	eng-000
5187	32692741	okufubutuka	lug-000	sprint	eng-000
5188	32692498	akazannyo	lug-000	ruse	eng-000
5189	32693014	akazannyo	lug-000	trick	eng-000
5190	32692498	okuguumaaza	lug-000	ruse	eng-000
5191	32692499	okupapa	lug-000	rush	eng-000
5192	32692500	obutalavvu	lug-000	rust	eng-000
5193	32692500	okutalagga	lug-000	rust	eng-000
5194	32692502	okwefiiriza	lug-000	sacrifice	eng-000
5195	32692502	okwewaayo	lug-000	sacrifice	eng-000
5196	32692503	omunakuwavu	lug-000	sad	eng-000
5197	32692505	okuseyeeya	lug-000	sail	eng-000
5198	32692507	omulunyanja	lug-000	sailor	eng-000
5199	32692509	omusaala	lug-000	salary	eng-000
5200	32692510	okutunda	lug-000	sale	eng-000
5201	32692569	okutunda	lug-000	sell	eng-000
5202	32692513	ommunyu	lug-000	salt	eng-000
5203	32692514	ebifaanagana	lug-000	same	eng-000
5204	32692515	okuwawula	lug-000	sand	eng-000
5206	32692519	okukiina	lug-000	sarcasm	eng-000
5208	32692522	omuzimu omubi	lug-000	satan	eng-000
5209	32692524	okumatira	lug-000	satisfied	eng-000
5210	32692524	okukkuta	lug-000	satisfied	eng-000
5211	32692525	okukkusa	lug-000	satisfy	eng-000
5212	32692527	esefuliya	lug-000	saucepan	eng-000
5213	32692528	okulokola	lug-000	save	eng-000
5214	32692528	okutereka	lug-000	save	eng-000
5215	32692531	okugamba	lug-000	say	eng-000
5216	32692532	enjogera	lug-000	saying	eng-000
5217	32692534	ebigalagamba	lug-000	scales	eng-000
5218	32692535	enkovu	lug-000	scar	eng-000
5219	32692536	okutisatiisa	lug-000	scare	eng-000
5220	32692538	akajwenge	lug-000	scarf	eng-000
5221	32692539	olusu	lug-000	scent	eng-000
5222	32692672	olusu	lug-000	smell	eng-000
5223	32692541	essomero	lug-000	school	eng-000
5224	32692546	okwagula	lug-000	scratch	eng-000
5225	32692546	okwetakula	lug-000	scratch	eng-000
5226	32692549	akasiko	lug-000	scrub	eng-000
5227	32692551	ekibumbe	lug-000	sculpture	eng-000
5228	32692551	ekibajje	lug-000	sculpture	eng-000
5230	32692565	okunoonya	lug-000	seek	eng-000
5234	32692557	ekyʼokubiri	lug-000	second	eng-000
5235	32692558	ekyaama	lug-000	secret	eng-000
5236	32692559	omuwandiisi	lug-000	secretary	eng-000
5237	32692561	ebyʼokwerinda	lug-000	security	eng-000
5238	32692562	omukuumi	lug-000	security guard	eng-000
5239	32692568	eyefaako yekka	lug-000	selfish	eng-000
5240	32692571	okuwereza	lug-000	send	eng-000
5241	32692571	okutumya	lug-000	send	eng-000
5242	32692572	ensa	lug-000	sense	eng-000
5243	32692573	okukaliga	lug-000	sentence	eng-000
5244	32692946	okukaliga	lug-000	tie	eng-000
5245	32692574	okwaawula	lug-000	separate	eng-000
5246	32692574	okunoba	lug-000	separate	eng-000
5247	32692576	omuweereza	lug-000	servant	eng-000
5248	32692578	entungo	lug-000	sesame	eng-000
5249	32692579	ebigatte	lug-000	set	eng-000
5250	32692580	okukkalira	lug-000	settle	eng-000
5251	32692586	ekyalaani	lug-000	sewing machine	eng-000
5252	32692587	ekikula ky’omuntu	lug-000	sex	eng-000
5253	32692589	ekisikirize	lug-000	shadow	eng-000
5254	32692590	okunyeenya	lug-000	shake	eng-000
5255	32692591	obuswaavu	lug-000	shame	eng-000
5256	32692592	okugabana	lug-000	share	eng-000
5257	32692593	ekyenyanja ekinene	lug-000	shark	eng-000
5258	32692594	ekisongovu	lug-000	sharp	eng-000
5259	32692596	ekibanyi	lug-000	shelf	eng-000
5260	32692597	ekifulukwa	lug-000	shell	eng-000
5261	32692597	ekisosonkole	lug-000	shell	eng-000
5262	32692601	okumeremeenya	lug-000	shine	eng-000
5263	32692601	okunyirira	lug-000	shine	eng-000
5264	32692602	emeeri	lug-000	ship	eng-000
5265	32692603	esaati	lug-000	shirt	eng-000
5266	32692604	ekyekaango	lug-000	shock	eng-000
5267	32692604	okuwunikiriza	lug-000	shock	eng-000
5268	32692605	engatto	lug-000	shoe	eng-000
5269	32692606	akagwa kʼengatto	lug-000	shoelace	eng-000
5270	32692608	eduuka	lug-000	shop	eng-000
5272	32692610	ekimpi	lug-000	short	eng-000
5273	32692611	empaleeʼnyimpi	lug-000	shorts	eng-000
5274	32692612	okulekaana	lug-000	shout	eng-000
5275	32692612	okulekanira	lug-000	shout	eng-000
5276	32692613	ekitiyo	lug-000	shovel	eng-000
5277	32692614	omwooleso	lug-000	show	eng-000
5278	32692615	okudaala	lug-000	show off	eng-000
5279	32692617	obufunda bw’ekintu	lug-000	shrink	eng-000
5280	32692619	okuggalawo	lug-000	shut	eng-000
5281	32692620	okusirika	lug-000	shut up	eng-000
5282	32692621	okuba nʼensonyi	lug-000	shy	eng-000
5283	32692623	okulwaala	lug-000	sick	eng-000
5284	32692625	emabbali wolugudo	lug-000	sidewalk	eng-000
5285	32692627	kekobonero akakwoleka	lug-000	signal	eng-000
5286	32692627	akakulaga ekintu	lug-000	signal	eng-000
5287	32692637	obugoogwa	lug-000	sisal	eng-000
5288	32692648	okubuka	lug-000	skip	eng-000
5289	32692650	akawanga	lug-000	skull	eng-000
5290	32692650	akaba	lug-000	skull	eng-000
5291	32692654	okulebera	lug-000	slack	eng-000
5292	32692655	okulebeza	lug-000	slacken	eng-000
5293	32692656	okukonjera	lug-000	slander	eng-000
5294	32692657	oluyi	lug-000	slap	eng-000
5295	32692657	okukuba oluyi	lug-000	slap	eng-000
5296	32692658	omuddu	lug-000	slave	eng-000
5297	32692659	obuddu	lug-000	slavery	eng-000
5298	32692660	okusanjaga	lug-000	slay	eng-000
5299	32692662	ekibajjo	lug-000	slice	eng-000
5300	32692663	okuseerera	lug-000	slide	eng-000
5301	32692666	okuseerera	lug-000	slip	eng-000
5302	32692664	okukasukira	lug-000	sling	eng-000
5303	32692672	ekivundu	lug-000	smell	eng-000
5304	32692673	akamweenyomweenyo	lug-000	smile	eng-000
5305	32692674	okukalilira	lug-000	smoke	eng-000
5306	32692674	okunywa sigala	lug-000	smoke	eng-000
5307	32692676	akampwaakipwaaki	lug-000	snack	eng-000
5308	32692676	okumegenya	lug-000	snack	eng-000
5309	32692676	okwegaaya	lug-000	snack	eng-000
5310	32692677	ensiringanyi	lug-000	snail	eng-000
5311	32692679	ekyasimulo	lug-000	sneeze	eng-000
5312	32692679	okwasimula	lug-000	sneeze	eng-000
5314	32692682	okunnyika	lug-000	soak	eng-000
5315	32692684	omupiira gwʼebigere	lug-000	soccer	eng-000
5316	32692685	enkampa	lug-000	sock	eng-000
5317	32692686	akatuli	lug-000	socket	eng-000
5318	32692690	amanyi genjuba	lug-000	solar	eng-000
5319	32692693	ekyekute	lug-000	solid	eng-000
5320	32692696	ebimu	lug-000	some	eng-000
5321	32692700	ekifo ekimu	lug-000	somewhere	eng-000
5324	32692713	ekitiiyo	lug-000	spade	eng-000
5325	32692720	ekiwunikiriza	lug-000	spectacular	eng-000
5326	32692725	amazzi g’obusajja	lug-000	sperm	eng-000
5327	32692726	ebinzaali	lug-000	spices	eng-000
5328	32692726	ebirungo	lug-000	spices	eng-000
5329	32692728	okuyiwayiwa	lug-000	spill	eng-000
5330	32692739	okufuyira	lug-000	spray	eng-000
5331	32692740	akagga	lug-000	spring	eng-000
5333	32692742	endokwa	lug-000	sprout	eng-000
5334	32692742	okumeruka	lug-000	sprout	eng-000
5335	32692743	omukessi	lug-000	spy	eng-000
5336	32692743	okubega	lug-000	spy	eng-000
5337	32692743	okuketta	lug-000	spy	eng-000
5365	32692843	okukinnimba	lug-000	swagger	eng-000
5371	32692813	eggombolola	lug-000	sub-county	eng-000
5372	32692814	ekyombo lubbira	lug-000	submarine	eng-000
5373	32692815	okutoolako	lug-000	subtract	eng-000
5374	32692820	okuziyira	lug-000	suffocate	eng-000
5375	32692825	esuuti	lug-000	suit	eng-000
5376	32692832	okubira	lug-000	sunk	eng-000
5377	32692837	obuwagizi	lug-000	support	eng-000
5378	32692837	okujuna	lug-000	support	eng-000
5379	32692841	okupima ettaka	lug-000	survey	eng-000
5380	32692841	okubalirira	lug-000	survey	eng-000
5381	32692842	omupunta	lug-000	surveyor	eng-000
5382	32692844	okumira	lug-000	swallow	eng-000
5383	32692848	entuuyo	lug-000	sweat	eng-000
5384	32692851	okuwoomerera	lug-000	sweet	eng-000
5385	32692856	olusuubo	lug-000	swing	eng-000
5386	32692857	emmanduso	lug-000	switch	eng-000
5387	32692863	akakerenda	lug-000	tablet	eng-000
5388	32692865	akawuna	lug-000	tag	eng-000
5389	32692869	okusimbula	lug-000	take off	eng-000
5390	32692872	okulegejja	lug-000	talk	eng-000
5391	32692874	ensolo enkambwe	lug-000	tame	eng-000
5392	32692876	akafulejje	lug-000	tap	eng-000
5393	32692876	omufulejje	lug-000	tap	eng-000
5395	32692888	ezziga	lug-000	tear	eng-000
5396	32692888	okuyuza	lug-000	tear	eng-000
5397	32692888	obuyuzifu	lug-000	tear	eng-000
5398	32692888	okwanguyiriza	lug-000	tear	eng-000
5399	32692898	okuswakira	lug-000	temper	eng-000
5400	32692900	omupangisa	lug-000	tenant	eng-000
5401	32692905	olusoma	lug-000	term	eng-000
5402	32692905	ekisanja	lug-000	term	eng-000
5403	32692917	awo	lug-000	there	eng-000
5404	32692917	eyo	lug-000	there	eng-000
5406	32692942	enkwa	lug-000	tick	eng-000
5407	32692944	awatundirwa tikiti	lug-000	ticket window	eng-000
5408	32692946	etaayi	lug-000	tie	eng-000
5409	32692949	akategula	lug-000	tile	eng-000
5410	32692950	okwewunzika	lug-000	tilt	eng-000
5411	32692954	okusojjolimba	lug-000	tiptoe	eng-000
5412	32692957	obusimu bw’omubiri	lug-000	tissue	eng-000
5413	32692958	ebeere	lug-000	tit	eng-000
5414	32692959	ekitibwa	lug-000	title	eng-000
5415	32692959	erinnya ettongole	lug-000	title	eng-000
5416	32692978	okukoleeza	lug-000	torch	eng-000
5417	32692992	okusuubula	lug-000	trade	eng-000
5418	32692993	omusuubuzi	lug-000	trader	eng-000
5419	32692998	omukululo	lug-000	trail	eng-000
5420	32693000	egaali kayoola	lug-000	train	eng-000
5421	32693000	egaali yʼomukka	lug-000	train	eng-000
5422	32693000	okutendeka	lug-000	train	eng-000
5423	32693001	ow’enkwe	lug-000	traitor	eng-000
5424	32693002	ekizigo	lug-000	trap	eng-000
5425	32693002	okutega	lug-000	trap	eng-000
5426	32693002	okulembeka	lug-000	trap	eng-000
5427	32693008	eggwanika	lug-000	treasury	eng-000
5428	32693008	enkuluze	lug-000	treasury	eng-000
5429	32693014	akuguumaaza	lug-000	trick	eng-000
5430	32693014	okukema	lug-000	trick	eng-000
5431	32693015	emanduso	lug-000	trigger	eng-000
5432	32693017	okutalantuka	lug-000	trip	eng-000
5433	32693018	obutakwatagana	lug-000	trouble	eng-000
5434	32693022	akagombe	lug-000	trumpet	eng-000
5435	32693024	okwesiga	lug-000	trust	eng-000
5436	32693033	ekanzu	lug-000	tunic	eng-000
5437	32693035	omutuluki	lug-000	turk	eng-000
5438	32693041	obutabi bw’omuti	lug-000	twig	eng-000
5439	32693045	omubi	lug-000	ugly	eng-000
5440	32693049	obutamannya kituufu	lug-000	uncertain	eng-000
5441	32693050	omuggulu	lug-000	uncivilized	eng-000
5442	32693052	okuzibikula	lug-000	uncork	eng-000
5443	32693052	okusanukula	lug-000	uncork	eng-000
5444	32693062	okukwekula	lug-000	unearth	eng-000
5445	32693064	obuta mwesigwa	lug-000	unfaithful	eng-000
5446	32693069	okufunyulula	lug-000	unroll	eng-000
5447	32693069	okuzingulula	lug-000	unroll	eng-000
5448	32693072	okuyuguuma	lug-000	upheaval	eng-000
5449	32693072	akayuuguumo	lug-000	upheaval	eng-000
5450	32693079	amerika	lug-000	USA	eng-000
5451	32693088	emmotoka kamunye	lug-000	van	eng-000
5452	32693091	ebivavava	lug-000	vegetables	eng-000
5453	32693095	akamooli	lug-000	vent	eng-000
5454	32693101	okujugumira	lug-000	vibrate	eng-000
5455	32693105	okweejjeerera	lug-000	vindicated	eng-000
5456	32693108	okulabikirwa	lug-000	vision	eng-000
5457	32693109	okugenyiwala	lug-000	visit	eng-000
5458	32693109	okukyaala	lug-000	visit	eng-000
5459	32693116	akalulu	lug-000	vote	eng-000
5460	32693116	okukuba akalulu	lug-000	vote	eng-000
5461	32693121	ekiggali	lug-000	wagon	eng-000
5463	32693137	esaawa y’okumukono	lug-000	watch	eng-000
5464	32693137	okulabilira	lug-000	watch	eng-000
5465	32693142	okuwuuba	lug-000	wave	eng-000
5466	32693143	ebisasala	lug-000	wax	eng-000
5467	32693144	ekubo	lug-000	way	eng-000
5468	32693150	enyumba yanababubi	lug-000	web	eng-000
5469	32693151	okufumbirwa	lug-000	wed	eng-000
5470	32693159	oluzzi	lug-000	well	eng-000
5471	32693169	akaama	lug-000	whisper	eng-000
5472	32693169	okwogera mukaama	lug-000	whisper	eng-000
5475	32693174	okutunda jjumula	lug-000	wholesale	eng-000
5476	32693183	eddaame	lug-000	will	eng-000
5477	32693183	ekilaamo	lug-000	will	eng-000
5478	32693195	okwagaliza	lug-000	wish	eng-000
5479	32693195	okweyagaliza	lug-000	wish	eng-000
5480	32693198	okwelabirako	lug-000	witness	eng-000
5481	32693204	okwewuunya	lug-000	wonder	eng-000
5482	32693214	okwelarikirira	lug-000	worry	eng-000
5483	32693216	ebbwa	lug-000	wound	eng-000
5485	32693221	enkanyanya	lug-000	wrinkle	eng-000
5486	32693225	ejjuni	lug-000	yam	eng-000
5487	32693227	obugogwa	lug-000	yarn	eng-000
5488	32693228	ekyayuuyo	lug-000	yawn	eng-000
5489	32693230	okuwuggana	lug-000	yell	eng-000
5490	32693244	okugaziya	lug-000	zoom	eng-000
5491	32693244	okufunza	lug-000	zoom	eng-000
5492	20272568	-agala	lug-000	like	eng-000
5493	20272482	-ddugavu	lug-000	black	eng-000
5497	20272572	-dduka	lug-000	run	eng-000
5498	20272492	-ddyo	lug-000	right	eng-000
5499	20272495	-eru	lug-000	white	eng-000
5503	20272542	-fanana	lug-000	like	eng-000
5504	20272561	-funa	lug-000	get	eng-000
5505	20272489	-ingi	lug-000	many	eng-000
5506	20272499	-kka	lug-000	only	eng-000
5509	20272579	-kola	lug-000	work	eng-000
5510	10167120	kucenca	lug-000	run	eng-000
5511	19493346	kyeetagisa	lug-000	necessary	eng-000
5512	20272548	-ku	lug-000	some	eng-000
5513	20272566	-kwata	lug-000	hold	eng-000
5514	20272552	-kye	lug-000	what	eng-000
5515	20272564	-lina	lug-000	have	eng-000
5516	20272484	-luungi	lug-000	good	eng-000
5517	19494062	mutemu	lug-000	murderer	eng-000
5518	20272508	-nga	lug-000	when	eng-000
5519	20272550	-no	lug-000	this	eng-000
5520	20272481	-onna	lug-000	all	eng-000
5524	19494486	riggwa	lug-000	thorn	eng-000
5525	19494644	tule	lug-000	tray	eng-000
5528	20272486	-siwuufu	lug-000	light	eng-000
5529	20272483	-sooka	lug-000	first	eng-000
5530	20272494	-tono	lug-000	small	eng-000
5537	20272493	-tuufu	lug-000	right	eng-000
5539	20272578	-twala	lug-000	take	eng-000
5540	20272505	-tya	lug-000	how	eng-000
5542	20272562	-wa	lug-000	give	eng-000
5543	20272488	-wanvu	lug-000	long	eng-000
5545	20272487	-wewuka	lug-000	light	eng-000
5546	20272565	-yamba	lug-000	help	eng-000
5548	20272507	-yo	lug-000	that	eng-000
5549	20272570	-zannya	lug-000	play	eng-000
5550	27849771	era	lug-000	and	eng-000
5551	32691966	era	lug-000	moreover	eng-000
5552	32088584	Togo	lug-000	Togo	eng-000
5555	20033958	5wa	lug-000	drink	eng-000
5556	1189814	Almazán	lug-000	Almazán	eng-000
5558	1196259	Baibuli	lug-000	Bible	eng-000
5561	19491255	Bitungotungo	lug-000	October	eng-000
5563	1773222	Breinigerberg	lug-000	Breinigerberg	eng-000
5564	84939	Budaaki	lug-000	Germany	eng-000
5570	98753	Buyindi	lug-000	India	eng-000
5575	1405859	Denmarki	lug-000	Denmark	eng-000
5577	1405668	Ekiwandiiko Ekyʼabantu Bonna Ekifa ku Ddembe Lyʼobunto	lug-000	Universal Declaration of Human Rights	eng-000
5578	19491501	Febulwaali	lug-000	February	eng-000
5580	30789487	Ganda	lug-000	Luganda	eng-000
5582	1225295	Girimane	lug-000	Germany	eng-000
5586	1603723	Isilandi	lug-000	Iceland	eng-000
5591	19491551	Japaani	lug-000	Japan	eng-000
5593	1519911	Jesu Kristo	lug-000	Jesus	eng-000
5594	19491582	Kabi	lug-000	danger	eng-000
5596	19491598	Kafumuulampawu	lug-000	April	eng-000
5599	1610162	Kampala	lug-000	Kampala	eng-000
5600	19491679	Kasambula	lug-000	July	eng-000
5602	1677164	Kkanisa ya Yeso Eyannamaddala	lug-000	True Jesus Church	eng-000
5603	19492482	Kukuba bifaananyi	lug-000	photograph	eng-000
5605	19493584	Maki	lug-000	March	eng-000
5607	19493625	Mayi	lug-000	May	eng-000
5609	19493798	Mugulansigo	lug-000	March	eng-000
5611	19493866	Mukulukusa	lug-000	October	eng-000
5613	19493873	Mukutulansanja	lug-000	February	eng-000
5615	19494001	Museenene	lug-000	November	eng-000
5617	19494005	Museveniside	lug-000	Seventh-Day Adventist	eng-000
5619	19494010	Musingasinga	lug-000	Sikh	eng-000
5621	19494075	Mutunda	lug-000	September	eng-000
5623	19494120	Muyindu	lug-000	Hindu	eng-000
5625	19494127	Muyudaaya	lug-000	Jewish	eng-000
5627	19494137	Muzigo	lug-000	May	eng-000
5629	19494166	Mwami	lug-000	Mr	eng-000
5631	19494171	Mwana wange	lug-000	nephew	eng-000
5632	19494172	Mwana wange	lug-000	niece	eng-000
5635	19494234	Neekolera gyange	lug-000	self-employed	eng-000
5637	19494353	Nnyimba	lug-000	music	eng-000
5639	19494365	Novemba	lug-000	November	eng-000
5642	19494430	Ntenvu	lug-000	December	eng-000
5644	27836799	Oluganda	lug-000	Luganda	eng-000
5647	19494511	Sebutemba	lug-000	September	eng-000
5649	19494546	Ssebaseka	lug-000	June	eng-000
5651	20272575	Tuula	lug-000	sit	eng-000
5652	1169836	Uetersen	lug-000	Uetersen	eng-000
5653	1421513	Việt Nam	lug-000	Vietnam	eng-000
5655	19494704	Weeraba	lug-000	farewell	eng-000
5657	19494744	Yisirayiri	lug-000	Israel	eng-000
5659	19494745	Yitale	lug-000	Italy	eng-000
5664	20272555	a-	lug-000	who	eng-000
5666	30775149	abiri	lug-000	twenty	eng-000
5669	10167055	agala	lug-000	love	eng-000
5670	10167055	agala	lug-000	want	eng-000
5671	10167295	agala	lug-000	need	eng-000
5673	10167295	agala	lug-000	wish	eng-000
5674	10166859	aka	lug-000	year	eng-000
5675	10166939	akasaale	lug-000	arrow	eng-000
5680	32691887	akatale	lug-000	market	eng-000
5681	20033979	ama7zi	lug-000	water	eng-000
5683	30766017	amagezi	lug-000	advice	eng-000
5684	30785796	amagezi	lug-000	wisdom	eng-000
5686	32692671	amagezi	lug-000	smarts	eng-000
5692	32691931	amata	lug-000	milk	eng-000
5694	30770685	amazzi	lug-000	water	eng-000
5695	30777645	amazzi	lug-000	pee	eng-000
5696	30777645	amazzi	lug-000	pee-pee	eng-000
5697	30777645	amazzi	lug-000	piss	eng-000
5698	30777645	amazzi	lug-000	urine	eng-000
5699	30777645	amazzi	lug-000	wee-wee	eng-000
5703	10166451	ambala	lug-000	wear	eng-000
5704	10166677	ami	lug-000	chief	eng-000
5705	10166677	ami	lug-000	headman	eng-000
5706	10166863	ana	lug-000	child	eng-000
5708	32691355	ana	lug-000	forty	eng-000
5709	10166717	angu	lug-000	light in weight	eng-000
5710	20272556	ani	lug-000	who	eng-000
5712	10166864	anika	lug-000	dry	eng-000
5713	10166864	anika	lug-000	set out	eng-000
5714	10167008	annyina	lug-000	brother	eng-000
5716	10167088	anyi	lug-000	power	eng-000
5718	10166869	asa	lug-000	crack	eng-000
5719	10166869	asa	lug-000	split	eng-000
5720	10166856	asama	lug-000	open the mouth	eng-000
5722	30775154	asatu	lug-000	thirty	eng-000
5725	10166870	ato	lug-000	canoe	eng-000
5726	10166950	ato	lug-000	dug-out canoe	eng-000
5727	10166437	awi	lug-000	bitter	eng-000
5728	10166700	awula	lug-000	separate	eng-000
5729	10166700	awula	lug-000	set apart	eng-000
5730	10167060	ayuuya	lug-000	yawn	eng-000
5732	10167061	azika	lug-000	borrow	eng-000
5733	10167061	azika	lug-000	lend	eng-000
5734	10166261	ba	lug-000	be	eng-000
5735	10166261	ba	lug-000	become	eng-000
5737	19491174	baaba	lug-000	sibling	eng-000
5739	10166326	baala	lug-000	ant-hill	eng-000
5740	19491175	baasa	lug-000	envelope	eng-000
5741	19491176	baasi	lug-000	bus	eng-000
5743	30766590	baasi	lug-000	coach	eng-000
5748	10166513	baata	lug-000	duck	eng-000
5749	10166527	babula	lug-000	singe	eng-000
5750	19491181	bango	lug-000	hump	eng-000
5751	19491178	bajjaja	lug-000	great grandparent	eng-000
5752	32691472	bajjaja	lug-000	great-grandparent	eng-000
5753	10166341	baka	lug-000	sleep	eng-000
5754	10166952	baka	lug-000	king	eng-000
5755	19491179	baketi	lug-000	bucket	eng-000
5759	10167161	bakiro	lug-000	hiccup	eng-000
5760	10166640	bala	lug-000	count	eng-000
